Price,Adj Close,Close,High,Low,Open,Volume
Ticker,RBRK,RBRK,RBRK,RBRK,RBRK,RBRK
Date,,,,,,
2024-04-25,37.0,37.0,40.0,35.935001373291016,38.599998474121094,18580300
2024-04-26,38.0,38.0,38.880001068115234,35.880001068115234,38.29999923706055,5101600
2024-04-29,35.0,35.0,36.939998626708984,34.900001525878906,36.16999816894531,2873600
2024-04-30,32.02000045776367,32.02000045776367,35.099998474121094,32.0,35.0,4722200
2024-05-01,32.84000015258789,32.84000015258789,33.630001068115234,31.959999084472656,32.18000030517578,4473400
2024-05-02,33.90999984741211,33.90999984741211,34.220001220703125,32.0,33.02000045776367,859600
2024-05-03,32.75,32.75,34.95000076293945,32.029998779296875,34.540000915527344,1125700
2024-05-06,34.869998931884766,34.869998931884766,34.869998931884766,31.979999542236328,32.810001373291016,1306000
2024-05-07,33.77000045776367,33.77000045776367,35.29999923706055,33.439998626708984,34.59000015258789,1150900
2024-05-08,33.56999969482422,33.56999969482422,33.75,33.220001220703125,33.470001220703125,705000
2024-05-09,33.599998474121094,33.599998474121094,33.83000183105469,32.810001373291016,33.41999816894531,506300
2024-05-10,33.52000045776367,33.52000045776367,34.529998779296875,33.470001220703125,33.900001525878906,611200
2024-05-13,32.790000915527344,32.790000915527344,33.72999954223633,32.66999816894531,33.34000015258789,488700
2024-05-14,33.97999954223633,33.97999954223633,34.27199935913086,32.880001068115234,33.20000076293945,687600
2024-05-15,34.36000061035156,34.36000061035156,34.88999938964844,33.720001220703125,34.18000030517578,568600
2024-05-16,34.86000061035156,34.86000061035156,35.709999084472656,34.11000061035156,34.400001525878906,743400
2024-05-17,36.56999969482422,36.56999969482422,36.56999969482422,34.5099983215332,34.86000061035156,1090500
2024-05-20,36.06999969482422,36.06999969482422,37.400001525878906,35.51499938964844,36.70000076293945,1097400
2024-05-21,35.380001068115234,35.380001068115234,36.20800018310547,35.04999923706055,36.099998474121094,451700
2024-05-22,33.970001220703125,33.970001220703125,35.939998626708984,33.79999923706055,35.459999084472656,654700
2024-05-23,32.7599983215332,32.7599983215332,34.38100051879883,32.650001525878906,34.220001220703125,782100
2024-05-24,33.560001373291016,33.560001373291016,34.2599983215332,32.81999969482422,32.81999969482422,475800
2024-05-28,32.459999084472656,32.459999084472656,34.53799819946289,32.26499938964844,33.849998474121094,694200
2024-05-29,33.02000045776367,33.02000045776367,33.279998779296875,31.839000701904297,32.20000076293945,593400
2024-05-30,30.260000228881836,30.260000228881836,32.90999984741211,29.399999618530273,32.75,1200100
2024-05-31,30.479999542236328,30.479999542236328,30.979999542236328,29.240999221801758,30.700000762939453,1187700
2024-06-03,30.809999465942383,30.809999465942383,31.594999313354492,30.5,30.5,642400
2024-06-04,30.75,30.75,31.799999237060547,30.399999618530273,30.540000915527344,607300
2024-06-05,31.399999618530273,31.399999618530273,31.469999313354492,30.399999618530273,31.020000457763672,422400
2024-06-06,33.279998779296875,33.279998779296875,33.66999816894531,31.75,32.0,1136900
2024-06-07,33.83000183105469,33.83000183105469,34.130001068115234,32.68000030517578,33.279998779296875,656200
2024-06-10,35.7599983215332,35.7599983215332,36.189998626708984,33.869998931884766,33.880001068115234,956000
2024-06-11,35.2599983215332,35.2599983215332,36.40999984741211,35.09000015258789,35.619998931884766,1896800
2024-06-12,32.119998931884766,32.119998931884766,36.900001525878906,31.69099998474121,36.56999969482422,4066600
2024-06-13,31.110000610351562,31.110000610351562,33.439998626708984,30.780000686645508,32.7599983215332,1273700
